0 0 0 0
6 15 20 49
11 55 41 106
16 120 46 131
21 210 83 220
26 325 88 245
31 465 93 270
36 630 162 423
41 820 167 448
46 1035 172 473
51 1275 177 498
56 1540 182 523
61 1830 187 548
66 2145 320 829
71 2485 325 854
76 2850 330 879
81 3240 335 904
86 3655 340 929
91 4095 345 954
96 4560 350 979
101 5050 355 1004
106 5565 360 1029
111 6105 365 1054
116 6670 370 1079
121 7260 375 1104
126 7875 380 1129
131 8515 641 1666
136 9180 646 1691
141 9870 651 1716
146 10585 656 1741
151 11325 661 1766
156 12090 666 1791
161 12880 671 1816
166 13695 676 1841
171 14535 681 1866
176 15400 686 1891
181 16290 691 1916
186 17205 696 1941
191 18145 701 1966
196 19110 706 1991
201 20100 711 2016
206 21115 716 2041
211 22155 721 2066
216 23220 726 2091
221 24310 731 2116
226 25425 736 2141
231 26565 741 2166
236 27730 746 2191
241 28920 751 2216
246 30135 756 2241
251 31375 761 2266
256 32640 766 2291
261 33930 1283 3340
266 35245 1288 3365
271 36585 1293 3390
276 37950 1298 3415
281 39340 1303 3440
286 40755 1308 3465
291 42195 1313 3490
296 43660 1318 3515
301 45150 1323 3540
306 46665 1328 3565
311 48205 1333 3590
316 49770 1338 3615
321 51360 1343 3640
326 52975 1348 3665
331 54615 1353 3690
336 56280 1358 3715
341 57970 1363 3740
346 59685 1368 3765
351 61425 1373 3790
356 63190 1378 3815
361 64980 1383 3840
366 66795 1388 3865
371 68635 1393 3890
376 70500 1398 3915
381 72390 1403 3940
386 74305 1408 3965
391 76245 1413 3990
396 78210 1418 4015
401 80200 1423 4040
406 82215 1428 4065
411 84255 1433 4090
416 86320 1438 4115
421 88410 1443 4140
426 90525 1448 4165
431 92665 1453 4190
436 94830 1458 4215
441 97020 1463 4240
446 99235 1468 4265
451 101475 1473 4290
456 103740 1478 4315
461 106030 1483 4340
466 108345 1488 4365
471 110685 1493 4390
476 113050 1498 4415
481 115440 1503 4440
486 117855 1508 4465
491 120295 1513 4490
496 122760 1518 4515
501 125250 1523 4540
506 127765 1528 4565
511 130305 1533 4590
516 132870 2562 6663
521 135460 2567 6688
526 138075 2572 6713
531 140715 2577 6738
536 143380 2582 6763
541 146070 2587 6788
546 148785 2592 6813
551 151525 2597 6838
556 154290 2602 6863
561 157080 2607 6888
566 159895 2612 6913
571 162735 2617 6938
576 165600 2622 6963
581 168490 2627 6988
586 171405 2632 7013
591 174345 2637 7038
596 177310 2642 7063
601 180300 2647 7088
606 183315 2652 7113
611 186355 2657 7138
616 189420 2662 7163
621 192510 2667 7188
626 195625 2672 7213
631 198765 2677 7238
636 201930 2682 7263
641 205120 2687 7288
646 208335 2692 7313
651 211575 2697 7338
656 214840 2702 7363
661 218130 2707 7388
666 221445 2712 7413
671 224785 2717 7438
676 228150 2722 7463
681 231540 2727 7488
686 234955 2732 7513
691 238395 2737 7538
696 241860 2742 7563
701 245350 2747 7588
706 248865 2752 7613
711 252405 2757 7638
716 255970 2762 7663
721 259560 2767 7688
726 263175 2772 7713
731 266815 2777 7738
736 270480 2782 7763
741 274170 2787 7788
746 277885 2792 7813
751 281625 2797 7838
756 285390 2802 7863
761 289180 2807 7888
766 292995 2812 7913
771 296835 2817 7938
776 300700 2822 7963
781 304590 2827 7988
786 308505 2832 8013
791 312445 2837 8038
796 316410 2842 8063
801 320400 2847 8088
806 324415 2852 8113
811 328455 2857 8138
816 332520 2862 8163
821 336610 2867 8188
826 340725 2872 8213
831 344865 2877 8238
836 349030 2882 8263
841 353220 2887 8288
846 357435 2892 8313
851 361675 2897 8338
856 365940 2902 8363
861 370230 2907 8388
866 374545 2912 8413
871 378885 2917 8438
876 383250 2922 8463
881 387640 2927 8488
886 392055 2932 8513
891 396495 2937 8538
896 400960 2942 8563
901 405450 2947 8588
906 409965 2952 8613
911 414505 2957 8638
916 419070 2962 8663
921 423660 2967 8688
926 428275 2972 8713
931 432915 2977 8738
936 437580 2982 8763
941 442270 2987 8788
946 446985 2992 8813
951 451725 2997 8838
956 456490 3002 8863
961 461280 3007 8888
966 466095 3012 8913
971 470935 3017 8938
976 475800 3022 8963
981 480690 3027 8988
986 485605 3032 9013
991 490545 3037 9038
996 495510 3042 9063
1001 500500 3047 9088
